: | countries
Viên | Áo | Berlin | Đức
dễ_dàng | dễ_dàng hơn | nhanh_chóng | nhanh hơn
dễ_dàng | dễ_dàng hơn | an_toàn | an_toàn hơn
dễ_dàng | dễ_dàng hơn | ngắn | ngắn hơn
dễ_dàng | dễ_dàng hơn | đơn_giản | đơn_giản hơn
dễ_dàng | dễ_dàng hơn | chậm | chậm hơn
dễ_dàng | dễ_dàng hơn | nhỏ | nhỏ hơn
dễ_dàng | dễ_dàng hơn | thông_minh | thông_minh hơn
dễ_dàng | dễ_dàng hơn | mạnh_mẽ | mạnh_mẽ hơn
dễ_dàng | dễ_dàng hơn | cao | cao hơn
dễ_dàng | dễ_dàng hơn | chặt_chẽ | chặt_chẽ hơn
dễ_dàng | dễ_dàng hơn | khó_khăn | khó_khăn hơn
dễ_dàng | dễ_dàng hơn | ấm_áp | ấm hơn
dễ_dàng | dễ_dàng hơn | yếu | yếu hơn
dễ_dàng | dễ_dàng hơn | rộng | rộng hơn
dễ_dàng | dễ_dàng hơn | trẻ | trẻ hơn
dễ_dàng | dễ_dàng hơn | xấu | tệ hơn
dễ_dàng | dễ_dàng hơn | lớn | lớn hơn
dễ_dàng | dễ_dàng hơn | sáng | sáng hơn
dễ_dàng | dễ_dàng hơn | lạnh | lạnh hơn
dễ_dàng | dễ_dàng hơn | mát_mẻ | mát
dễ_dàng | dễ_dàng hơn | sâu | sâu_sắc hơn
nhanh_chóng | nhanh hơn | tốt | tốt hơn
nhanh_chóng | nhanh hơn | tuyệt_vời | lớn hơn
nhanh_chóng | nhanh hơn | khó_khăn | khó hơn
nhanh_chóng | nhanh hơn | nặng | nặng hơn
nhanh_chóng | nhanh hơn | cao | cao hơn
nhanh_chóng | nhanh hơn | nóng | nóng hơn
nhanh_chóng | nhanh hơn | lớn | lớn hơn
nhanh_chóng | nhanh hơn | dài | lâu hơn
nhanh_chóng | nhanh hơn | to | to hơn
nhanh_chóng | nhanh hơn | thấp | thấp hơn
nhanh_chóng | nhanh hơn | mới | mới hơn
nhanh_chóng | nhanh hơn | cũ | lớn hơn
nhanh_chóng | nhanh hơn | nhanh_chóng | nhanh hơn
nhanh_chóng | nhanh hơn | an_toàn | an_toàn hơn
nhanh_chóng | nhanh hơn | ngắn | ngắn hơn
nhanh_chóng | nhanh hơn | đơn_giản | đơn_giản hơn
nhanh_chóng | nhanh hơn | chậm | chậm hơn
nhanh_chóng | nhanh hơn | nhỏ | nhỏ hơn
nhanh_chóng | nhanh hơn | thông_minh | thông_minh hơn
nhanh_chóng | nhanh hơn | mạnh_mẽ | mạnh_mẽ hơn
nhanh_chóng | nhanh hơn | cao | cao hơn
nhanh_chóng | nhanh hơn | chặt_chẽ | chặt_chẽ hơn
nhanh_chóng | nhanh hơn | khó_khăn | khó_khăn hơn
nhanh_chóng | nhanh hơn | ấm_áp | ấm hơn
nhanh_chóng | nhanh hơn | yếu | yếu hơn
nhanh_chóng | nhanh hơn | rộng | rộng hơn
nhanh_chóng | nhanh hơn | trẻ | trẻ hơn
nhanh_chóng | nhanh hơn | xấu | tệ hơn
nhanh_chóng | nhanh hơn | lớn | lớn hơn
nhanh_chóng | nhanh hơn | sáng | sáng hơn
nhanh_chóng | nhanh hơn | lạnh | lạnh hơn
nhanh_chóng | nhanh hơn | mát_mẻ | mát
nhanh_chóng | nhanh hơn | sâu | sâu_sắc hơn
nhanh_chóng | nhanh hơn | dễ_dàng | dễ_dàng hơn
tốt | tốt hơn | tuyệt_vời | lớn hơn
tốt | tốt hơn | khó_khăn | khó hơn
tốt | tốt hơn | nặng | nặng hơn
tốt | tốt hơn | cao | cao hơn
tốt | tốt hơn | nóng | nóng hơn
tốt | tốt hơn | lớn | lớn hơn
tốt | tốt hơn | dài | lâu hơn
tốt | tốt hơn | to | to hơn
tốt | tốt hơn | thấp | thấp hơn
tốt | tốt hơn | mới | mới hơn
tốt | tốt hơn | cũ | lớn hơn
tốt | tốt hơn | nhanh_chóng | nhanh hơn
tốt | tốt hơn | an_toàn | an_toàn hơn
tốt | tốt hơn | ngắn | ngắn hơn
tốt | tốt hơn | đơn_giản | đơn_giản hơn
tốt | tốt hơn | chậm | chậm hơn
tốt | tốt hơn | nhỏ | nhỏ hơn
tốt | tốt hơn | thông_minh | thông_minh hơn
tốt | tốt hơn | mạnh_mẽ | mạnh_mẽ hơn
tốt | tốt hơn | cao | cao hơn
tốt | tốt hơn | chặt_chẽ | chặt_chẽ hơn
tốt | tốt hơn | khó_khăn | khó_khăn hơn
tốt | tốt hơn | ấm_áp | ấm hơn
tốt | tốt hơn | yếu | yếu hơn
tốt | tốt hơn | rộng | rộng hơn
tốt | tốt hơn | trẻ | trẻ hơn
tốt | tốt hơn | xấu | tệ hơn
tốt | tốt hơn | lớn | lớn hơn
tốt | tốt hơn | sáng | sáng hơn
tốt | tốt hơn | lạnh | lạnh hơn
tốt | tốt hơn | mát_mẻ | mát
tốt | tốt hơn | sâu | sâu_sắc hơn
tốt | tốt hơn | dễ_dàng | dễ_dàng hơn
tốt | tốt hơn | nhanh_chóng | nhanh hơn
tuyệt_vời | lớn hơn | khó_khăn | khó hơn
tuyệt_vời | lớn hơn | nặng | nặng hơn
tuyệt_vời | lớn hơn | cao | cao hơn
tuyệt_vời | lớn hơn | nóng | nóng hơn
tuyệt_vời | lớn hơn | lớn | lớn hơn
tuyệt_vời | lớn hơn | dài | lâu hơn
tuyệt_vời | lớn hơn | to | to hơn
tuyệt_vời | lớn hơn | thấp | thấp hơn
tuyệt_vời | lớn hơn | mới | mới hơn
tuyệt_vời | lớn hơn | cũ | lớn hơn
tuyệt_vời | lớn hơn | nhanh_chóng | nhanh hơn
tuyệt_vời | lớn hơn | an_toàn | an_toàn hơn
tuyệt_vời | lớn hơn | ngắn | ngắn hơn
tuyệt_vời | lớn hơn | đơn_giản | đơn_giản hơn
tuyệt_vời | lớn hơn | chậm | chậm hơn
tuyệt_vời | lớn hơn | nhỏ | nhỏ hơn
tuyệt_vời | lớn hơn | thông_minh | thông_minh hơn
tuyệt_vời | lớn hơn | mạnh_mẽ | mạnh_mẽ hơn
tuyệt_vời | lớn hơn | cao | cao hơn
tuyệt_vời | lớn hơn | chặt_chẽ | chặt_chẽ hơn
tuyệt_vời | lớn hơn | khó_khăn | khó_khăn hơn
tuyệt_vời | lớn hơn | ấm_áp | ấm hơn
tuyệt_vời | lớn hơn | yếu | yếu hơn
tuyệt_vời | lớn hơn | rộng | rộng hơn
tuyệt_vời | lớn hơn | trẻ | trẻ hơn
tuyệt_vời | lớn hơn | xấu | tệ hơn
tuyệt_vời | lớn hơn | lớn | lớn hơn
tuyệt_vời | lớn hơn | sáng | sáng hơn
tuyệt_vời | lớn hơn | lạnh | lạnh hơn
tuyệt_vời | lớn hơn | mát_mẻ | mát
tuyệt_vời | lớn hơn | sâu | sâu_sắc hơn
tuyệt_vời | lớn hơn | dễ_dàng | dễ_dàng hơn
tuyệt_vời | lớn hơn | nhanh_chóng | nhanh hơn
tuyệt_vời | lớn hơn | tốt | tốt hơn
khó_khăn | khó hơn | nặng | nặng hơn
khó_khăn | khó hơn | cao | cao hơn
khó_khăn | khó hơn | nóng | nóng hơn
khó_khăn | khó hơn | lớn | lớn hơn
khó_khăn | khó hơn | dài | lâu hơn
khó_khăn | khó hơn | to | to hơn
khó_khăn | khó hơn | thấp | thấp hơn
khó_khăn | khó hơn | mới | mới hơn
khó_khăn | khó hơn | cũ | lớn hơn
khó_khăn | khó hơn | nhanh_chóng | nhanh hơn
khó_khăn | khó hơn | an_toàn | an_toàn hơn
khó_khăn | khó hơn | ngắn | ngắn hơn
khó_khăn | khó hơn | đơn_giản | đơn_giản hơn
khó_khăn | khó hơn | chậm | chậm hơn
khó_khăn | khó hơn | nhỏ | nhỏ hơn
khó_khăn | khó hơn | thông_minh | thông_minh hơn
khó_khăn | khó hơn | mạnh_mẽ | mạnh_mẽ hơn
khó_khăn | khó hơn | cao | cao hơn
khó_khăn | khó hơn | chặt_chẽ | chặt_chẽ hơn
khó_khăn | khó hơn | khó_khăn | khó_khăn hơn
khó_khăn | khó hơn | ấm_áp | ấm hơn
khó_khăn | khó hơn | yếu | yếu hơn
khó_khăn | khó hơn | rộng | rộng hơn
khó_khăn | khó hơn | trẻ | trẻ hơn
khó_khăn | khó hơn | xấu | tệ hơn
khó_khăn | khó hơn | lớn | lớn hơn
khó_khăn | khó hơn | sáng | sáng hơn
khó_khăn | khó hơn | lạnh | lạnh hơn
khó_khăn | khó hơn | mát_mẻ | mát
khó_khăn | khó hơn | sâu | sâu_sắc hơn
khó_khăn | khó hơn | dễ_dàng | dễ_dàng hơn
khó_khăn | khó hơn | nhanh_chóng | nhanh hơn
khó_khăn | khó hơn | tốt | tốt hơn
khó_khăn | khó hơn | tuyệt_vời | lớn hơn
nặng | nặng hơn | cao | cao hơn
nặng | nặng hơn | nóng | nóng hơn
nặng | nặng hơn | lớn | lớn hơn
nặng | nặng hơn | dài | lâu hơn
nặng | nặng hơn | to | to hơn
nặng | nặng hơn | thấp | thấp hơn
nặng | nặng hơn | mới | mới hơn
nặng | nặng hơn | cũ | lớn hơn
nặng | nặng hơn | nhanh_chóng | nhanh hơn
nặng | nặng hơn | an_toàn | an_toàn hơn
nặng | nặng hơn | ngắn | ngắn hơn
nặng | nặng hơn | đơn_giản | đơn_giản hơn
nặng | nặng hơn | chậm | chậm hơn
nặng | nặng hơn | nhỏ | nhỏ hơn
nặng | nặng hơn | thông_minh | thông_minh hơn
nặng | nặng hơn | mạnh_mẽ | mạnh_mẽ hơn
nặng | nặng hơn | cao | cao hơn
nặng | nặng hơn | chặt_chẽ | chặt_chẽ hơn
nặng | nặng hơn | khó_khăn | khó_khăn hơn
nặng | nặng hơn | ấm_áp | ấm hơn
nặng | nặng hơn | yếu | yếu hơn
nặng | nặng hơn | rộng | rộng hơn
nặng | nặng hơn | trẻ | trẻ hơn
nặng | nặng hơn | xấu | tệ hơn
nặng | nặng hơn | lớn | lớn hơn
nặng | nặng hơn | sáng | sáng hơn
nặng | nặng hơn | lạnh | lạnh hơn
nặng | nặng hơn | mát_mẻ | mát
nặng | nặng hơn | sâu | sâu_sắc hơn
nặng | nặng hơn | dễ_dàng | dễ_dàng hơn
nặng | nặng hơn | nhanh_chóng | nhanh hơn
nặng | nặng hơn | tốt | tốt hơn
nặng | nặng hơn | tuyệt_vời | lớn hơn
nặng | nặng hơn | khó_khăn | khó hơn
cao | cao hơn | nóng | nóng hơn
cao | cao hơn | lớn | lớn hơn
cao | cao hơn | dài | lâu hơn
cao | cao hơn | to | to hơn
cao | cao hơn | thấp | thấp hơn
cao | cao hơn | mới | mới hơn
cao | cao hơn | cũ | lớn hơn
cao | cao hơn | nhanh_chóng | nhanh hơn
cao | cao hơn | an_toàn | an_toàn hơn
cao | cao hơn | ngắn | ngắn hơn
cao | cao hơn | đơn_giản | đơn_giản hơn
cao | cao hơn | chậm | chậm hơn
cao | cao hơn | nhỏ | nhỏ hơn
cao | cao hơn | thông_minh | thông_minh hơn
cao | cao hơn | mạnh_mẽ | mạnh_mẽ hơn
cao | cao hơn | cao | cao hơn
cao | cao hơn | chặt_chẽ | chặt_chẽ hơn
cao | cao hơn | khó_khăn | khó_khăn hơn
cao | cao hơn | ấm_áp | ấm hơn
cao | cao hơn | yếu | yếu hơn
cao | cao hơn | rộng | rộng hơn
cao | cao hơn | trẻ | trẻ hơn
cao | cao hơn | xấu | tệ hơn
cao | cao hơn | lớn | lớn hơn
cao | cao hơn | sáng | sáng hơn
cao | cao hơn | lạnh | lạnh hơn
cao | cao hơn | mát_mẻ | mát
cao | cao hơn | sâu | sâu_sắc hơn
cao | cao hơn | dễ_dàng | dễ_dàng hơn
cao | cao hơn | nhanh_chóng | nhanh hơn
cao | cao hơn | tốt | tốt hơn
cao | cao hơn | tuyệt_vời | lớn hơn
cao | cao hơn | khó_khăn | khó hơn
cao | cao hơn | nặng | nặng hơn
nóng | nóng hơn | lớn | lớn hơn
nóng | nóng hơn | dài | lâu hơn
nóng | nóng hơn | to | to hơn
nóng | nóng hơn | thấp | thấp hơn
nóng | nóng hơn | mới | mới hơn
nóng | nóng hơn | cũ | lớn hơn
nóng | nóng hơn | nhanh_chóng | nhanh hơn
nóng | nóng hơn | an_toàn | an_toàn hơn
nóng | nóng hơn | ngắn | ngắn hơn
nóng | nóng hơn | đơn_giản | đơn_giản hơn
nóng | nóng hơn | chậm | chậm hơn
nóng | nóng hơn | nhỏ | nhỏ hơn
nóng | nóng hơn | thông_minh | thông_minh hơn
nóng | nóng hơn | mạnh_mẽ | mạnh_mẽ hơn
nóng | nóng hơn | cao | cao hơn
nóng | nóng hơn | chặt_chẽ | chặt_chẽ hơn
nóng | nóng hơn | khó_khăn | khó_khăn hơn
nóng | nóng hơn | ấm_áp | ấm hơn
nóng | nóng hơn | yếu | yếu hơn
nóng | nóng hơn | rộng | rộng hơn
nóng | nóng hơn | trẻ | trẻ hơn
nóng | nóng hơn | xấu | tệ hơn
nóng | nóng hơn | lớn | lớn hơn
nóng | nóng hơn | sáng | sáng hơn
nóng | nóng hơn | lạnh | lạnh hơn
nóng | nóng hơn | mát_mẻ | mát
nóng | nóng hơn | sâu | sâu_sắc hơn
nóng | nóng hơn | dễ_dàng | dễ_dàng hơn
nóng | nóng hơn | nhanh_chóng | nhanh hơn
nóng | nóng hơn | tốt | tốt hơn
nóng | nóng hơn | tuyệt_vời | lớn hơn
nóng | nóng hơn | khó_khăn | khó hơn
nóng | nóng hơn | nặng | nặng hơn
nóng | nóng hơn | cao | cao hơn
lớn | lớn hơn | dài | lâu hơn
lớn | lớn hơn | to | to hơn
lớn | lớn hơn | thấp | thấp hơn
lớn | lớn hơn | mới | mới hơn
lớn | lớn hơn | cũ | lớn hơn
lớn | lớn hơn | nhanh_chóng | nhanh hơn
lớn | lớn hơn | an_toàn | an_toàn hơn
lớn | lớn hơn | ngắn | ngắn hơn
lớn | lớn hơn | đơn_giản | đơn_giản hơn
lớn | lớn hơn | chậm | chậm hơn
lớn | lớn hơn | nhỏ | nhỏ hơn
lớn | lớn hơn | thông_minh | thông_minh hơn
lớn | lớn hơn | mạnh_mẽ | mạnh_mẽ hơn
lớn | lớn hơn | cao | cao hơn
lớn | lớn hơn | chặt_chẽ | chặt_chẽ hơn
lớn | lớn hơn | khó_khăn | khó_khăn hơn
lớn | lớn hơn | ấm_áp | ấm hơn
lớn | lớn hơn | yếu | yếu hơn
lớn | lớn hơn | rộng | rộng hơn
lớn | lớn hơn | trẻ | trẻ hơn
lớn | lớn hơn | xấu | tệ hơn
lớn | lớn hơn | lớn | lớn hơn
lớn | lớn hơn | sáng | sáng hơn
lớn | lớn hơn | lạnh | lạnh hơn
lớn | lớn hơn | mát_mẻ | mát
lớn | lớn hơn | sâu | sâu_sắc hơn
lớn | lớn hơn | dễ_dàng | dễ_dàng hơn
lớn | lớn hơn | nhanh_chóng | nhanh hơn
lớn | lớn hơn | tốt | tốt hơn
lớn | lớn hơn | tuyệt_vời | lớn hơn
lớn | lớn hơn | khó_khăn | khó hơn
lớn | lớn hơn | nặng | nặng hơn
lớn | lớn hơn | cao | cao hơn
lớn | lớn hơn | nóng | nóng hơn
dài | lâu hơn | to | to hơn
dài | lâu hơn | thấp | thấp hơn
dài | lâu hơn | mới | mới hơn
dài | lâu hơn | cũ | lớn hơn
dài | lâu hơn | nhanh_chóng | nhanh hơn
dài | lâu hơn | an_toàn | an_toàn hơn
dài | lâu hơn | ngắn | ngắn hơn
dài | lâu hơn | đơn_giản | đơn_giản hơn
dài | lâu hơn | chậm | chậm hơn
dài | lâu hơn | nhỏ | nhỏ hơn
dài | lâu hơn | thông_minh | thông_minh hơn
dài | lâu hơn | mạnh_mẽ | mạnh_mẽ hơn
dài | lâu hơn | cao | cao hơn
dài | lâu hơn | chặt_chẽ | chặt_chẽ hơn
dài | lâu hơn | khó_khăn | khó_khăn hơn
dài | lâu hơn | ấm_áp | ấm hơn
dài | lâu hơn | yếu | yếu hơn
dài | lâu hơn | rộng | rộng hơn
dài | lâu hơn | trẻ | trẻ hơn
dài | lâu hơn | xấu | tệ hơn
dài | lâu hơn | lớn | lớn hơn
dài | lâu hơn | sáng | sáng hơn
dài | lâu hơn | lạnh | lạnh hơn
dài | lâu hơn | mát_mẻ | mát
dài | lâu hơn | sâu | sâu_sắc hơn
dài | lâu hơn | dễ_dàng | dễ_dàng hơn
dài | lâu hơn | nhanh_chóng | nhanh hơn
dài | lâu hơn | tốt | tốt hơn
dài | lâu hơn | tuyệt_vời | lớn hơn
dài | lâu hơn | khó_khăn | khó hơn
dài | lâu hơn | nặng | nặng hơn
dài | lâu hơn | cao | cao hơn
dài | lâu hơn | nóng | nóng hơn
dài | lâu hơn | lớn | lớn hơn
to | to hơn | thấp | thấp hơn
to | to hơn | mới | mới hơn
to | to hơn | cũ | lớn hơn
to | to hơn | nhanh_chóng | nhanh hơn
to | to hơn | an_toàn | an_toàn hơn
to | to hơn | ngắn | ngắn hơn
to | to hơn | đơn_giản | đơn_giản hơn
to | to hơn | chậm | chậm hơn
to | to hơn | nhỏ | nhỏ hơn
to | to hơn | thông_minh | thông_minh hơn
to | to hơn | mạnh_mẽ | mạnh_mẽ hơn
to | to hơn | cao | cao hơn
to | to hơn | chặt_chẽ | chặt_chẽ hơn
to | to hơn | khó_khăn | khó_khăn hơn
to | to hơn | ấm_áp | ấm hơn
to | to hơn | yếu | yếu hơn
to | to hơn | rộng | rộng hơn
to | to hơn | trẻ | trẻ hơn
to | to hơn | xấu | tệ hơn
to | to hơn | lớn | lớn hơn
to | to hơn | sáng | sáng hơn
to | to hơn | lạnh | lạnh hơn
to | to hơn | mát_mẻ | mát
to | to hơn | sâu | sâu_sắc hơn
to | to hơn | dễ_dàng | dễ_dàng hơn
to | to hơn | nhanh_chóng | nhanh hơn
to | to hơn | tốt | tốt hơn
to | to hơn | tuyệt_vời | lớn hơn
to | to hơn | khó_khăn | khó hơn
to | to hơn | nặng | nặng hơn
to | to hơn | cao | cao hơn
to | to hơn | nóng | nóng hơn
to | to hơn | lớn | lớn hơn
to | to hơn | dài | lâu hơn
thấp | thấp hơn | mới | mới hơn
thấp | thấp hơn | cũ | lớn hơn
thấp | thấp hơn | nhanh_chóng | nhanh hơn
thấp | thấp hơn | an_toàn | an_toàn hơn
thấp | thấp hơn | ngắn | ngắn hơn
thấp | thấp hơn | đơn_giản | đơn_giản hơn
thấp | thấp hơn | chậm | chậm hơn
thấp | thấp hơn | nhỏ | nhỏ hơn
thấp | thấp hơn | thông_minh | thông_minh hơn
thấp | thấp hơn | mạnh_mẽ | mạnh_mẽ hơn
thấp | thấp hơn | cao | cao hơn
thấp | thấp hơn | chặt_chẽ | chặt_chẽ hơn
thấp | thấp hơn | khó_khăn | khó_khăn hơn
thấp | thấp hơn | ấm_áp | ấm hơn
thấp | thấp hơn | yếu | yếu hơn
thấp | thấp hơn | rộng | rộng hơn
thấp | thấp hơn | trẻ | trẻ hơn
thấp | thấp hơn | xấu | tệ hơn
thấp | thấp hơn | lớn | lớn hơn
thấp | thấp hơn | sáng | sáng hơn
thấp | thấp hơn | lạnh | lạnh hơn
thấp | thấp hơn | mát_mẻ | mát
thấp | thấp hơn | sâu | sâu_sắc hơn
thấp | thấp hơn | dễ_dàng | dễ_dàng hơn
thấp | thấp hơn | nhanh_chóng | nhanh hơn
thấp | thấp hơn | tốt | tốt hơn
thấp | thấp hơn | tuyệt_vời | lớn hơn
thấp | thấp hơn | khó_khăn | khó hơn
thấp | thấp hơn | nặng | nặng hơn
thấp | thấp hơn | cao | cao hơn
thấp | thấp hơn | nóng | nóng hơn
thấp | thấp hơn | lớn | lớn hơn
thấp | thấp hơn | dài | lâu hơn
thấp | thấp hơn | to | to hơn
mới | mới hơn | cũ | lớn hơn
mới | mới hơn | nhanh_chóng | nhanh hơn
mới | mới hơn | an_toàn | an_toàn hơn
mới | mới hơn | ngắn | ngắn hơn
mới | mới hơn | đơn_giản | đơn_giản hơn
mới | mới hơn | chậm | chậm hơn
mới | mới hơn | nhỏ | nhỏ hơn
mới | mới hơn | thông_minh | thông_minh hơn
mới | mới hơn | mạnh_mẽ | mạnh_mẽ hơn
mới | mới hơn | cao | cao hơn
mới | mới hơn | chặt_chẽ | chặt_chẽ hơn
mới | mới hơn | khó_khăn | khó_khăn hơn
mới | mới hơn | ấm_áp | ấm hơn
mới | mới hơn | yếu | yếu hơn
mới | mới hơn | rộng | rộng hơn
mới | mới hơn | trẻ | trẻ hơn
mới | mới hơn | xấu | tệ hơn
mới | mới hơn | lớn | lớn hơn
mới | mới hơn | sáng | sáng hơn
mới | mới hơn | lạnh | lạnh hơn
mới | mới hơn | mát_mẻ | mát
mới | mới hơn | sâu | sâu_sắc hơn
mới | mới hơn | dễ_dàng | dễ_dàng hơn
mới | mới hơn | nhanh_chóng | nhanh hơn
mới | mới hơn | tốt | tốt hơn
mới | mới hơn | tuyệt_vời | lớn hơn
mới | mới hơn | khó_khăn | khó hơn
mới | mới hơn | nặng | nặng hơn
mới | mới hơn | cao | cao hơn
mới | mới hơn | nóng | nóng hơn
mới | mới hơn | lớn | lớn hơn
mới | mới hơn | dài | lâu hơn
mới | mới hơn | to | to hơn
mới | mới hơn | thấp | thấp hơn
cũ | cũ hơn | nhanh_chóng | nhanh hơn
cũ | cũ hơn | an_toàn | an_toàn hơn
cũ | cũ hơn | ngắn | ngắn hơn
cũ | cũ hơn | đơn_giản | đơn_giản hơn
cũ | cũ hơn | chậm | chậm hơn
cũ | cũ hơn | nhỏ | nhỏ hơn
cũ | cũ hơn | thông_minh | thông_minh hơn
cũ | cũ hơn | mạnh_mẽ | mạnh_mẽ hơn
cũ | cũ hơn | cao | cao hơn
cũ | cũ hơn | chặt_chẽ | chặt_chẽ hơn
cũ | cũ hơn | khó_khăn | khó_khăn hơn
cũ | cũ hơn | ấm_áp | ấm hơn
cũ | cũ hơn | yếu | yếu hơn
cũ | cũ hơn | rộng | rộng hơn
cũ | cũ hơn | trẻ | trẻ hơn
cũ | cũ hơn | xấu | tệ hơn
cũ | cũ hơn | lớn | lớn hơn
cũ | cũ hơn | sáng | sáng hơn
cũ | cũ hơn | lạnh | lạnh hơn
cũ | cũ hơn | mát_mẻ | mát
cũ | cũ hơn | sâu | sâu_sắc hơn
cũ | cũ hơn | dễ_dàng | dễ_dàng hơn
cũ | cũ hơn | nhanh_chóng | nhanh hơn
cũ | cũ hơn | tốt | tốt hơn
cũ | cũ hơn | tuyệt_vời | lớn hơn
cũ | cũ hơn | khó_khăn | khó hơn
cũ | cũ hơn | nặng | nặng hơn
cũ | cũ hơn | cao | cao hơn
cũ | cũ hơn | nóng | nóng hơn
cũ | cũ hơn | lớn | lớn hơn
cũ | cũ hơn | dài | lâu hơn
cũ | cũ hơn | to | to hơn
cũ | cũ hơn | thấp | thấp hơn
cũ | cũ hơn | mới | mới hơn
nhanh_chóng | nhanh hơn | an_toàn | an_toàn hơn
nhanh_chóng | nhanh hơn | ngắn | ngắn hơn
nhanh_chóng | nhanh hơn | đơn_giản | đơn_giản hơn
nhanh_chóng | nhanh hơn | chậm | chậm hơn
nhanh_chóng | nhanh hơn | nhỏ | nhỏ hơn
nhanh_chóng | nhanh hơn | thông_minh | thông_minh hơn
nhanh_chóng | nhanh hơn | mạnh_mẽ | mạnh_mẽ hơn
nhanh_chóng | nhanh hơn | cao | cao hơn
nhanh_chóng | nhanh hơn | chặt_chẽ | chặt_chẽ hơn
nhanh_chóng | nhanh hơn | khó_khăn | khó_khăn hơn
nhanh_chóng | nhanh hơn | ấm_áp | ấm hơn
nhanh_chóng | nhanh hơn | yếu | yếu hơn
nhanh_chóng | nhanh hơn | rộng | rộng hơn
nhanh_chóng | nhanh hơn | trẻ | trẻ hơn
nhanh_chóng | nhanh hơn | xấu | tệ hơn
nhanh_chóng | nhanh hơn | lớn | lớn hơn
nhanh_chóng | nhanh hơn | sáng | sáng hơn
nhanh_chóng | nhanh hơn | lạnh | lạnh hơn
nhanh_chóng | nhanh hơn | mát_mẻ | mát
nhanh_chóng | nhanh hơn | sâu | sâu_sắc hơn
nhanh_chóng | nhanh hơn | dễ_dàng | dễ_dàng hơn
nhanh_chóng | nhanh hơn | nhanh_chóng | nhanh hơn
nhanh_chóng | nhanh hơn | tốt | tốt hơn
nhanh_chóng | nhanh hơn | tuyệt_vời | lớn hơn
nhanh_chóng | nhanh hơn | khó_khăn | khó hơn
nhanh_chóng | nhanh hơn | nặng | nặng hơn
nhanh_chóng | nhanh hơn | cao | cao hơn
nhanh_chóng | nhanh hơn | nóng | nóng hơn
nhanh_chóng | nhanh hơn | lớn | lớn hơn
nhanh_chóng | nhanh hơn | dài | lâu hơn
nhanh_chóng | nhanh hơn | to | to hơn
nhanh_chóng | nhanh hơn | thấp | thấp hơn
nhanh_chóng | nhanh hơn | mới | mới hơn
nhanh_chóng | nhanh hơn | cũ | lớn hơn
an_toàn | an_toàn hơn | ngắn | ngắn hơn
an_toàn | an_toàn hơn | đơn_giản | đơn_giản hơn
an_toàn | an_toàn hơn | chậm | chậm hơn
an_toàn | an_toàn hơn | nhỏ | nhỏ hơn
an_toàn | an_toàn hơn | thông_minh | thông_minh hơn
an_toàn | an_toàn hơn | mạnh_mẽ | mạnh_mẽ hơn
an_toàn | an_toàn hơn | cao | cao hơn
an_toàn | an_toàn hơn | chặt_chẽ | chặt_chẽ hơn
an_toàn | an_toàn hơn | khó_khăn | khó_khăn hơn
an_toàn | an_toàn hơn | ấm_áp | ấm hơn
an_toàn | an_toàn hơn | yếu | yếu hơn
an_toàn | an_toàn hơn | rộng | rộng hơn
an_toàn | an_toàn hơn | trẻ | trẻ hơn
an_toàn | an_toàn hơn | xấu | tệ hơn
an_toàn | an_toàn hơn | lớn | lớn hơn
an_toàn | an_toàn hơn | sáng | sáng hơn
an_toàn | an_toàn hơn | lạnh | lạnh hơn
an_toàn | an_toàn hơn | mát_mẻ | mát
an_toàn | an_toàn hơn | sâu | sâu_sắc hơn
an_toàn | an_toàn hơn | dễ_dàng | dễ_dàng hơn
an_toàn | an_toàn hơn | nhanh_chóng | nhanh hơn
an_toàn | an_toàn hơn | tốt | tốt hơn
an_toàn | an_toàn hơn | tuyệt_vời | lớn hơn
an_toàn | an_toàn hơn | khó_khăn | khó hơn
an_toàn | an_toàn hơn | nặng | nặng hơn
an_toàn | an_toàn hơn | cao | cao hơn
an_toàn | an_toàn hơn | nóng | nóng hơn
an_toàn | an_toàn hơn | lớn | lớn hơn
an_toàn | an_toàn hơn | dài | lâu hơn
an_toàn | an_toàn hơn | to | to hơn
an_toàn | an_toàn hơn | thấp | thấp hơn
an_toàn | an_toàn hơn | mới | mới hơn
an_toàn | an_toàn hơn | cũ | lớn hơn
an_toàn | an_toàn hơn | nhanh_chóng | nhanh hơn
sắc nét | sắc nét hơn | ngắn | ngắn hơn
sắc nét | sắc nét hơn | đơn_giản | đơn_giản hơn
sắc nét | sắc nét hơn | chậm | chậm hơn
sắc nét | sắc nét hơn | nhỏ | nhỏ hơn
sắc nét | sắc nét hơn | thông_minh | thông_minh hơn
sắc nét | sắc nét hơn | mạnh_mẽ | mạnh_mẽ hơn
sắc nét | sắc nét hơn | cao | cao hơn
sắc nét | sắc nét hơn | chặt_chẽ | chặt_chẽ hơn
sắc nét | sắc nét hơn | khó_khăn | khó_khăn hơn
sắc nét | sắc nét hơn | ấm_áp | ấm hơn
sắc nét | sắc nét hơn | yếu | yếu hơn
sắc nét | sắc nét hơn | rộng | rộng hơn
sắc nét | sắc nét hơn | trẻ | trẻ hơn
sắc nét | sắc nét hơn | xấu | tệ hơn
sắc nét | sắc nét hơn | lớn | lớn hơn
sắc nét | sắc nét hơn | sáng | sáng hơn
